topic,link,domain,published_date,title,lang,cleaned_title,sentiment_score,sentiment
BUSINESS,https://finance.yahoo.com/news/mechanical-mine-clearance-system-market-202500373.html,finance.yahoo.com,2020-08-13 20:25:00,"Mechanical Mine Clearance System Market - Global Industry Analysis, Size, Share, Growth, Trends, and Forecast, 2030 - 2030",en,mechanical mine clearance system market  global industry analysis size share growth trends and forecast 2030  2030,0.5859,Positive
BUSINESS,https://startupng.com.ng/market-reports/6526/automotive-inertial-measurement-unit-imu-sensors-market-industry-analysis-with-players-bosch-continental-honeywell-international-murata-manufacturing/,startupng.com.ng,2020-08-14 07:01:00,"Automotive Inertial Measurement Unit (IMU) Sensors Market Industry Analysis with Players Bosch, Continental, Honeywell International, Murata Manufacturing",en,automotive inertial measurement unit imu sensors market industry analysis with players bosch continental honeywell international murata manufacturing,0.0,Neutral
BUSINESS,https://www.crn.com/news/running-your-business/connection-ceo-sales-hit-hard-by-covid-19-erp-implementation,crn.com,2020-08-10 23:03:00,"Connection CEO: Sales Hit Hard By COVID-19, ERP Implementation",en,connection ceo sales hit hard by covid19 erp implementation,-0.1027,Negative
BUSINESS,https://www.nottinghampost.com/news/jobs/dog-food-company-create-500-4399868,nottinghampost.com,2020-08-06 11:43:00,Dog food company will create 500 jobs at new Nottinghamshire manufacturing hub,en,dog food company will create 500 jobs at new nottinghamshire manufacturing hub,0.2732,Positive
ENTERTAINMENT,https://www.abc.net.au/news/2020-08-06/first-national-indigenous-fashion-awards-nifas-held-online/12527416,abc.net.au,2020-08-05 22:13:00,"Australia's first National Indigenous Fashion Awards winners revealed, signalling hope for a more diverse industry",en,australias first national indigenous fashion awards winners revealed signalling hope for a more diverse industry,0.8402,Positive
HEALTH,https://startupng.com.ng/uncategorized/24405/emerging-jobs-in-life-sciences-and-what-you-should-be-training-for-now-market-statistical-data-top-manufacturing-companies-share-new-techniques-and-growing-industry-trends-2018-2023/,startupng.com.ng,2020-08-17 23:33:00,"EMERGING JOBS IN LIFE SCIENCES AND WHAT YOU SHOULD BE TRAINING FOR NOW Market Statistical Data, Top Manufacturing Companies, Share, New Techniques And Growing Industry Trends 2018-2023",en,emerging jobs in life sciences and what you should be training for now market statistical data top manufacturing companies share new techniques and growing industry trends 20182023,0.5719,Positive
BUSINESS,https://bulletinline.com/2020/08/05/smart-parking-system-market-joint-ventures-by-siemens-ag-and-continental-ag-to-create-sales-opportunities-states-fortune-business-insights/,bulletinline.com,2020-08-05 06:24:00,"Smart Parking System Market: Joint Ventures by Siemens AG and Continental AG to Create Sales Opportunities, states Fortune Business Insights",en,smart parking system market joint ventures by siemens ag and continental ag to create sales opportunities states fortune business insights,0.7506,Positive
TECHNOLOGY,https://mobilesyrup.com/2020/08/07/iphone-12-camera-lens-reportedly-suffering-from-quality-issue/,mobilesyrup.com,2020-08-07 17:49:00,iPhone 12 camera lens reportedly suffering from quality issue,en,iphone 12 camera lens reportedly suffering from quality issue,-0.4767,Negative
BUSINESS,https://finance.yahoo.com/news/africa-data-center-industry-worth-164300451.html,finance.yahoo.com,2020-08-07 16:43:00,"Africa Data Center Industry Worth $3+ Billion by 2025 - Revenue Breakdown by IT, Electrical, & Mechanical Infrastructure; General Construction, Tier Standards, and Geography",en,africa data center industry worth 3 billion by 2025  revenue breakdown by it electrical  mechanical infrastructure general construction tier standards and geography,0.2263,Positive
BUSINESS,https://redandblackonline.com/plane-stepper-motor-market-industry-analysis-size-forecast-2020-24-share-growth-trends-and-top-key-players/,redandblackonline.com,2020-08-14 07:40:01,"Plane Stepper Motor Market: Industry Analysis, Size, Forecast 2020-24, Share, Growth, Trends and Top Key Players",en,plane stepper motor market industry analysis size forecast 202024 share growth trends and top key players,0.6808,Positive
HEALTH,https://www.indiatoday.in/science/story/scientists-map-body-wide-production-of-protein-with-important-role-in-coronavirus-1708343-2020-08-06,indiatoday.in,2020-08-06 07:42:51,Scientists map body-wide production of protein with important role in coronavirus,en,scientists map bodywide production of protein with important role in coronavirus,0.2023,Positive
BUSINESS,https://www.globenewswire.com/news-release/2020/08/06/2074136/0/en/Global-Physiotherapy-Equipment-Market-Report-2020-2025-Industry-Expected-to-be-Worth-21-7-Billion-by-2025.html,globenewswire.com,2020-08-06 11:33:00,Global Physiotherapy Equipment Market Report 2020-2025 - Industry Expected to be Worth $21.7 Billion by 2025,en,global physiotherapy equipment market report 20202025  industry expected to be worth 217 billion by 2025,0.2263,Positive
NATION,https://www.gmanetwork.com/news/money/economy/751570/dti-dole-require-free-swab-tests-for-hospitality-tourism-manufacturing-employees/story/,gmanetwork.com,2020-08-16 10:11:00,"DTI, DOLE require free swab tests for hospitality, tourism, manufacturing employees",en,dti dole require free swab tests for hospitality tourism manufacturing employees,0.5106,Positive
BUSINESS,https://scientect.com/news/18679/trends-of-copper-alloys-market-reviewed-for-2020-with-industry-outlook-to-2025/,scientect.com,2020-08-13 09:40:00,Trends Of Copper Alloys Market Reviewed For 2020 With Industry Outlook To 2025,en,trends of copper alloys market reviewed for 2020 with industry outlook to 2025,0.0,Neutral
BUSINESS,http://www.digitaljournal.com/pr/4772679,digitaljournal.com,2020-08-12 17:11:32,Pharmacy Automation Market Register a Huge Growth in Healthcare Industry by 2027 - Press Release,en,pharmacy automation market register a huge growth in healthcare industry by 2027  press release,0.5994,Positive
NATION,https://www.ndtv.com/india-news/fir-against-11-sanitizer-brands-after-quality-test-in-haryana-anil-vij-2274874,ndtv.com,2020-08-05 18:31:05,Case Against 11 Sanitizer Brands After Quality Test In Haryana,en,case against 11 sanitizer brands after quality test in haryana,0.0,Neutral
BUSINESS,https://www.globenewswire.com/news-release/2020/08/05/2073178/0/en/Worldwide-Air-Cargo-Container-Industry-to-2027-Key-Acquisitions-Mergers.html,globenewswire.com,2020-08-05 11:03:00,Worldwide Air Cargo Container Industry to 2027 - Key Acquisitions & Mergers,en,worldwide air cargo container industry to 2027  key acquisitions  mergers,0.0,Neutral
HEALTH,https://news.umich.edu/massive-rapid-vaccine-production-will-require-firms-to-share-information/,news.umich.edu,2020-08-13 18:00:15,"Massive, rapid vaccine production will require firms to share information",en,massive rapid vaccine production will require firms to share information,0.296,Positive
BUSINESS,https://www.fool.com/investing/2020/08/10/got-1000-these-stocks-are-growing-sales-by-100-and.aspx,fool.com,2020-08-10 09:51:00,"Got $1,000? These Stocks Are Growing Sales by 100% and Are Still Bargains",en,got 1000 these stocks are growing sales by 100 and are still bargains,0.1779,Positive
TECHNOLOGY,https://citizen.co.za/business/2337889/huawei-to-stop-smartphone-chip-production-due-to-us-sanctions/,citizen.co.za,2020-08-08 19:10:00,Huawei to stop smartphone chip production due to US sanctions,en,huawei to stop smartphone chip production due to us sanctions,-0.296,Negative
NATION,https://www.enca.com/news/sa-lockdown-tobacco-industry-prepares-get-things-rolling,enca.com,2020-08-17 11:51:27,SA lockdown: Tobacco industry fired up and ready to roll,en,sa lockdown tobacco industry fired up and ready to roll,-0.2732,Negative
WORLD,https://www.ippmedia.com/en/news/ginger-farmers-buhigwe-district%C2%A0seek-factory-markets-cro,ippmedia.com,2020-08-12 07:39:36,"Ginger farmers in Buhigwe District seek factory, markets for the cro",en,ginger farmers in buhigwe district seek factory markets for the cro,0.0,Neutral
BUSINESS,https://cleantechnica.com/2020/08/13/tesla-gigafactory-berlin-progress-roof-goes-up-on-drive-unit-building/,cleantechnica.com,2020-08-13 18:05:49,Tesla Gigafactory Berlin Progress — Roof Goes Up On Drive Unit Building,en,tesla gigafactory berlin progress  roof goes up on drive unit building,0.4215,Positive
WORLD,https://asia.nikkei.com/Spotlight/Coronavirus/Coronavirus-Free-to-read/Coronavirus-latest-Mexico-eyes-production-of-Chinese-and-US-vaccines,asia.nikkei.com,2020-08-11 17:46:00,Coronavirus latest: Mexico eyes production of Chinese and US vaccines,en,coronavirus latest mexico eyes production of chinese and us vaccines,0.0,Neutral
BUSINESS,https://www.globenewswire.com/news-release/2020/08/12/2077025/0/en/Ceramic-Balls-Market-Research-Report-by-Function-by-Material-by-Application-by-Industry-Global-Forecast-to-2025-Cumulative-Impact-of-COVID-19.html,globenewswire.com,2020-08-12 11:26:00,"Ceramic Balls Market Research Report by Function, by Material, by Application, by Industry - Global Forecast to 2025 - Cumulative Impact of COVID-19",en,ceramic balls market research report by function by material by application by industry  global forecast to 2025  cumulative impact of covid19,0.0,Neutral
WORLD,https://news.sky.com/story/police-arrest-17-after-raiding-largest-cocaine-factory-ever-found-in-netherlands-12047227,news.sky.com,2020-08-11 14:58:16,Police arrest 17 after raiding largest cocaine factory ever found in Netherlands,en,police arrest 17 after raiding largest cocaine factory ever found in netherlands,-0.34,Negative
BUSINESS,https://www.globenewswire.com/news-release/2020/08/17/2079378/0/en/Vishay-Intertechnology-30-V-P-Channel-MOSFET-Offers-Industry-Low-1-7-m%CE%A9-RDS-ON-for-High-Efficiency-Power-Density.html,globenewswire.com,2020-08-17 15:00:00,"Vishay Intertechnology -30 V P-Channel MOSFET Offers Industry-Low 1.7 mΩ RDS(ON) for High Efficiency, Power Density",en,vishay intertechnology 30 v pchannel mosfet offers industrylow 17 m rdson for high efficiency power density,0.3612,Positive
BUSINESS,https://thedailychronicle.in/news/223045/label-free-array-systems-market-development-factors-2020-overview-by-regional-analysis-industry-size-business-share-growth-rate-forecast-to-2024/,thedailychronicle.in,2020-08-15 16:30:44,"Label-free Array Systems Market Development Factors 2020 Overview by Regional Analysis, Industry Size, Business Share, Growth Rate Forecast to 2024",en,labelfree array systems market development factors 2020 overview by regional analysis industry size business share growth rate forecast to 2024,0.5859,Positive
BUSINESS,https://www.aeresearch.net/holographic-optical-element-industry-market-262679,aeresearch.net,2020-08-03 04:37:52,"Holographic Optical Element Industry Market Application, Drive System, Structure",en,holographic optical element industry market application drive system structure,0.0,Neutral
BUSINESS,https://www.editorials360.com/2020/08/17/global-scraper-conveyors-market-report-to-examine-manufacturing-cost-analysis-marketing-channel-distributors-and-customers/,editorials360.com,2020-08-17 04:03:43,"Global Scraper Conveyors Market Report to Examine Manufacturing Cost Analysis, Marketing Channel, Distributors and Customers",en,global scraper conveyors market report to examine manufacturing cost analysis marketing channel distributors and customers,0.0,Neutral
BUSINESS,https://www.channelnewsasia.com/news/business/singapore-retail-sales-june-covid-19-circuit-breaker-12991942,channelnewsasia.com,2020-08-05 06:14:01,Singapore retail sales fall 27.8% in June amid Phase 2 of post-circuit breaker reopening,en,singapore retail sales fall 278 in june amid phase 2 of postcircuit breaker reopening,0.0,Neutral
BUSINESS,https://www.chroniclelive.co.uk/news/north-east-news/uk-town-sees-huge-spike-18775160,chroniclelive.co.uk,2020-08-15 12:51:00,UK town sees huge spike in coronavirus infection rate following outbreak at factory,en,uk town sees huge spike in coronavirus infection rate following outbreak at factory,0.3182,Positive
TECHNOLOGY,http://www.daijiworld.com/news/newsDisplay.aspx?newsID=739715,daijiworld.com,2020-08-11 07:20:35,Foxconn begins hiring spree to ramp up iPhone 12 production,en,foxconn begins hiring spree to ramp up iphone 12 production,0.0,Neutral
BUSINESS,https://www.businesswire.com/news/home/20200817005329/en/Worldwide-Automotive-Embedded-System-Industry-2025--,businesswire.com,2020-08-17 12:48:00,Worldwide Automotive Embedded System Industry to 2025 - Increasing Awareness About Vehicle Security is Helping to Drive Market Growth - ResearchAndMarkets.com,en,worldwide automotive embedded system industry to 2025  increasing awareness about vehicle security is helping to drive market growth  researchandmarketscom,0.7351,Positive
BUSINESS,https://uk.finance.yahoo.com/news/glaucoma-surgery-devices-industry-2020-113800726.html,uk.finance.yahoo.com,2020-08-04 11:38:00,Glaucoma Surgery Devices Industry 2020-2025: Anticipated to Exhibit a CAGR of 6.5% Over the Forecast Period,en,glaucoma surgery devices industry 20202025 anticipated to exhibit a cagr of 65 over the forecast period,0.0,Neutral
ENTERTAINMENT,https://www.nme.com/en_au/news/music/jenny-morris-calls-on-government-to-strengthen-australias-music-industry-2721425,nme.com,2020-08-05 08:50:00,Jenny Morris calls on Government to strengthen Australia’s music industry,en,jenny morris calls on government to strengthen australias music industry,0.3182,Positive
TECHNOLOGY,https://www.gamespot.com/articles/ps4-tops-112-million-units-sold-ps-plus-subs-and-d/1100-6480512/,gamespot.com,2020-08-04 14:48:00,"PS4 Tops 112 Million Units Sold, PS Plus Subs And Digital Sales Are Way Up",en,ps4 tops 112 million units sold ps plus subs and digital sales are way up,0.5106,Positive
BUSINESS,https://www.news4jax.com/business/2020/08/14/stein-mart-begins-liquidation-sales-at-all-stores/,news4jax.com,2020-08-14 15:17:00,Stein Mart begins liquidation sales at all stores,en,stein mart begins liquidation sales at all stores,0.0,Neutral
BUSINESS,https://www.theglobeandmail.com/business/article-vancouver-home-sales-spike-as-record-low-mortgage-rates-limited/,theglobeandmail.com,2020-08-05 14:44:31,"Vancouver home sales spike as record low mortgage rates, limited supply drive competition",en,vancouver home sales spike as record low mortgage rates limited supply drive competition,-0.4588,Negative
BUSINESS,https://coleofduty.com/market-study/2020/08/04/global-calophyllum-inophyllum-seed-oil-market-2020-challenges-drivers-analysis-industry-share-and-forecast-2025/,coleofduty.com,2020-08-04 02:05:00,"Global Calophyllum Inophyllum Seed Oil Market 2020: Challenges, Drivers, Analysis, Industry Share and Forecast 2025",en,global calophyllum inophyllum seed oil market 2020 challenges drivers analysis industry share and forecast 2025,0.3612,Positive
BUSINESS,https://www.globenewswire.com/news-release/2020/08/18/2079586/0/en/Global-Safety-Switches-Industry.html,globenewswire.com,2020-08-18 01:32:00,Global Safety Switches Industry,en,global safety switches industry,0.4215,Positive
BUSINESS,https://www.foxbusiness.com/markets/jd-com-earnings-q2-2020-coronavirus,foxbusiness.com,2020-08-17 11:28:05,JD.com sales surge amid coronavirus pandemic,en,jdcom sales surge amid coronavirus pandemic,0.0,Neutral
BUSINESS,https://www.aeresearch.net/bim-software-market-271898,aeresearch.net,2020-08-13 05:41:42,"BIM Software Market 2020: Industry Size & Share, Business Strategies, Growth An",en,bim software market 2020 industry size  share business strategies growth an,0.5859,Positive
BUSINESS,http://www.globenewswire.com/news-release/2020/08/13/2078023/0/en/Taste-to-the-Future-Global-Internet-of-Things-and-Traceability-for-Food-Beverage-Manufacturing-Market.html,globenewswire.com,2020-08-13 14:03:00,Taste to the Future: Global Internet of Things and Traceability for Food & Beverage Manufacturing Market,en,taste to the future global internet of things and traceability for food  beverage manufacturing market,0.0,Neutral
BUSINESS,https://www.adexchanger.com/platforms/ias-and-channel-factory-hook-up-for-an-end-to-end-youtube-planning-and-measurement-product/,adexchanger.com,2020-08-12 04:15:00,IAS And Channel Factory Hook Up For An End-To-End YouTube Planning And Measurement Product,en,ias and channel factory hook up for an endtoend youtube planning and measurement product,0.0,Neutral
TECHNOLOGY,https://appleinsider.com/articles/20/08/16/wistron-plans-to-hire-10000-staff-for-third-iphone-factory,appleinsider.com,2020-08-16 15:24:16,"Wistron plans to hire 10,000 staff for third iPhone factory",en,wistron plans to hire 10000 staff for third iphone factory,0.0,Neutral
WORLD,https://tribune.com.pk/story/2257799/china-says-chips-for-devices-using-beidou-navigation-system-in-mass-production,tribune.com.pk,2020-08-03 10:16:24,China says chips for devices using Beidou navigation system in mass production,en,china says chips for devices using beidou navigation system in mass production,0.0,Neutral
SCIENCE,https://atlas.cern/updates/physics-briefing/observation-w-pair-from-light,atlas.cern,2020-08-05 05:46:21,ATLAS observes W-boson pair production from light colliding with light,en,atlas observes wboson pair production from light colliding with light,-0.128,Negative
BUSINESS,https://www.newswire.ca/news-releases/canntrust-licenses-reinstated-for-vaughan-manufacturing-facility-889575775.html,newswire.ca,2020-08-06 11:15:00,CannTrust Licenses Reinstated for Vaughan Manufacturing Facility,en,canntrust licenses reinstated for vaughan manufacturing facility,0.0,Neutral
BUSINESS,https://gnghockey.com/2020/08/17/global-plasma-sterilizers-market-2020-top-industry-players-jj-steelco-spa-human-meditek-shinva/,gnghockey.com,2020-08-17 11:19:19,"Global Plasma Sterilizers Market 2020 Top Industry Players – J&J, Steelco SpA, Human Meditek, Shinva",en,global plasma sterilizers market 2020 top industry players  jj steelco spa human meditek shinva,0.4215,Positive
BUSINESS,https://www.businesswire.com/news/home/20200813005495/en/COVID-19-Impacts-Thermal-Treatment-Air-Filtration-Market,businesswire.com,2020-08-14 01:00:00,COVID-19 Impacts: Thermal Treatment Air Filtration Market will Accelerate at a CAGR of over 5% through 2020-2024|The Expanding Water And Wastewater Treatment Industry to Boost Growth|Technavio,en,covid19 impacts thermal treatment air filtration market will accelerate at a cagr of over 5 through 20202024the expanding water and wastewater treatment industry to boost growthtechnavio,0.4019,Positive
HEALTH,https://nationalpost.com/pmn/health-pmn/indonesia-eyes-production-of-250-mln-doses-a-year-of-coronavirus-vaccine,nationalpost.com,2020-08-04 13:33:21,Indonesia eyes production of 250 mln doses a year of coronavirus vaccine,en,indonesia eyes production of 250 mln doses a year of coronavirus vaccine,0.0,Neutral
BUSINESS,https://startupng.com.ng/news/5448/automotive-vehicle-to-everything-v2x-communications-market-industry-data-analysis-arada-systems-autotalks-ltd-cohda-wireless-delphi-automotive/,startupng.com.ng,2020-08-13 14:29:00,"Automotive Vehicle to Everything (V2X) Communications Market Industry Data Analysis | Arada Systems, Autotalks Ltd., Cohda Wireless, Delphi Automotive",en,automotive vehicle to everything v2x communications market industry data analysis  arada systems autotalks ltd cohda wireless delphi automotive,0.0,Neutral
BUSINESS,https://www.kitco.com/news/2020-08-10/Barrick-Gold-reports-14-rise-in-dividend-amid-soaring-gold-prices-on-track-to-achieve-2020-production-guidance.html,kitco.com,2020-08-10 13:01:00,"Barrick Gold reports 14% rise in dividend amid soaring gold prices, on track to achieve 2020 production guidance",en,barrick gold reports 14 rise in dividend amid soaring gold prices on track to achieve 2020 production guidance,0.0,Neutral
BUSINESS,https://galusaustralis.com/2020/08/802082/iot-in-chemical-industry-market-global-outlook-2020-2025-siemens-ge-rockwell-automation-emerson-electric-abb-mitsubishi-electric-yokogawa-electric/,galusaustralis.com,2020-08-07 19:17:19,"IoT in Chemical Industry Market Global Outlook 2020-2025: Siemens, GE, Rockwell Automation, Emerson Electric, ABB, Mitsubishi Electric, Yokogawa Electric",en,iot in chemical industry market global outlook 20202025 siemens ge rockwell automation emerson electric abb mitsubishi electric yokogawa electric,0.0,Neutral
BUSINESS,https://www.carandbike.com/news/battery-policy-indias-ev-industry-reacts-to-the-governments-new-notification-2279694,carandbike.com,2020-08-15 05:25:01,Battery Policy: India's EV Industry Reacts To The Government's New Notification,en,battery policy indias ev industry reacts to the governments new notification,0.0,Neutral
BUSINESS,https://www.njmmanews.com/eye-palettes-market-booming-demand-leading-to-exponential-cagr-growth-by-2026-industry-growth-insights/,njmmanews.com,2020-08-10 03:31:32,Eye Palettes Market Booming Demand Leading To Exponential CAGR Growth By 2026 | Industry Growth Insights,en,eye palettes market booming demand leading to exponential cagr growth by 2026  industry growth insights,0.5719,Positive
SPORTS,https://metro.co.uk/2020/08/06/arsenal-right-back-hector-bellerin-new-challenge-mikel-arteta-plots-summer-sales-13095018/,metro.co.uk,2020-08-06 18:57:00,Arsenal's Bellerin open to a new challenge as Arteta plots summer sales,en,arsenals bellerin open to a new challenge as arteta plots summer sales,0.0772,Neutral
BUSINESS,https://bulletinline.com/2020/08/06/dough-mixer-market-production-values-supply-demand-brand-shares-and-forecast-2020-2025-italpan-sirman-bongard-doyon-dutchess-empero-fama-industrie/,bulletinline.com,2020-08-06 10:00:00,"Dough Mixer Market Production Values, Supply-Demand, Brand Shares And Forecast 2020-2025 : Italpan, Sirman, Bongard, Doyon, DUTCHESS, Empero, FAMA INDUSTRIE",en,dough mixer market production values supplydemand brand shares and forecast 20202025  italpan sirman bongard doyon dutchess empero fama industrie,0.5994,Positive
BUSINESS,https://galusaustralis.com/2020/08/802732/global-myristyl-alcohol-cas-112-72-1-market-2020-with-coronavirus-covid-19-impact-analysis-likewise-industry-is-booming-globaly-with-top-players-pg-chemicals-klk-oleo-kao-corporation-eme/,galusaustralis.com,2020-08-08 05:17:18,"Global Myristyl Alcohol (Cas 112-72-1) Market 2020 with Coronavirus/COVID-19 Impact Analysis | likewise Industry is Booming Globaly with Top Players | P&G Chemicals, KLK OLEO, KAO Corporation, Emery Oleochemicals",en,global myristyl alcohol cas 112721 market 2020 with coronaviruscovid19 impact analysis  likewise industry is booming globaly with top players  pg chemicals klk oleo kao corporation emery oleochemicals,0.2023,Positive
BUSINESS,https://www.internetshots.com/2020/08/14/global-wall-panels-market-top-player-analysis-with-sales-revenue-gross-margin-2015-2020-products-offered-and-recent-development/,internetshots.com,2020-08-14 10:52:46,"Global Wall Panels Market: Top Player Analysis with Sales, Revenue, Gross Margin (2015-2020), Products Offered and Recent Development",en,global wall panels market top player analysis with sales revenue gross margin 20152020 products offered and recent development,-0.3182,Negative
TECHNOLOGY,https://www.techguide.com.au/reviews/mobiles-reviews/tcl-10-pro-tcl-10l-smartphones-reviews-delivering-features-quality-value/,techguide.com.au,2020-08-04 00:39:26,"TCL 10 Pro and TCL 10L smartphone reviews - delivering features, quality and value",en,tcl 10 pro and tcl 10l smartphone reviews  delivering features quality and value,0.34,Positive
TECHNOLOGY,https://www.newvision.co.ug/news/1524302/huawei-stop-smartphone-chip-production-us-sanctions,newvision.co.ug,2020-08-08 12:20:04,Huawei To Stop Smartphone Chip Production Due To Us Sanctions,en,huawei to stop smartphone chip production due to us sanctions,-0.296,Negative
BUSINESS,https://www.stuff.co.nz/life-style/homed/real-estate/122433886/busy-nz-property-market-defies-expectation-with-july-sales--reinz,stuff.co.nz,2020-08-13 21:11:00,Busy NZ property market defies expectation with July sales - REINZ,en,busy nz property market defies expectation with july sales  reinz,0.0,Neutral
BUSINESS,https://scientect.com/news/9671/global-policy-management-in-telecom-industry-market-industry-analysis-size-share-growth-trends-and-forecast-2020-2025/,scientect.com,2020-08-12 13:06:00,"Global Policy Management in Telecom Industry Market – Industry Analysis, Size, Share, Growth, Trends, and Forecast 2020-2025",en,global policy management in telecom industry market  industry analysis size share growth trends and forecast 20202025,0.5859,Positive
NATION,https://www.nst.com.my/business/2020/08/615864/inix-buys-factory-kingmaker-medical-rubber-glove-sector,nst.com.my,2020-08-11 14:12:42,Inix buys factory to venture into medical rubber gloves,en,inix buys factory to venture into medical rubber gloves,0.0,Neutral
BUSINESS,https://bulletinline.com/2020/08/11/disposable-lighters-market-2020-global-industry-analysis-by-size-share-growth-trends-and-forecast-to-2025/,bulletinline.com,2020-08-11 08:53:00,"Disposable Lighters Market 2020- Global Industry Analysis by Size, Share, Growth, Trends and Forecast To 2025",en,disposable lighters market 2020 global industry analysis by size share growth trends and forecast to 2025,0.5859,Positive
BUSINESS,https://bulletinline.com/2020/08/12/field-refrigerator-and-freezers-market-provides-in-depth-analysis-of-the-industry-with-current-trends-and-future-estimations-to-elucidate-the-investment-pockets-2020-2027-prominent-players-domet/,bulletinline.com,2020-08-12 07:16:00,"Field Refrigerator and Freezers Market Provides In-Depth Analysis Of The Industry, With Current Trends And Future Estimations To Elucidate The Investment Pockets (2020-2027) | Prominent Players, Dometic, Klinge, Csafe, Oztiryakiler, Engel Australia",en,field refrigerator and freezers market provides indepth analysis of the industry with current trends and future estimations to elucidate the investment pockets 20202027  prominent players dometic klinge csafe oztiryakiler engel australia,0.296,Positive
BUSINESS,https://www.cuereport.com/ultrasound-devices-market-34793/,cuereport.com,2020-08-14 02:45:54,"Ultrasound Devices Industry Size 2019, Market Opportunities, Share Analysis up to 2025",en,ultrasound devices industry size 2019 market opportunities share analysis up to 2025,0.5859,Positive
ENTERTAINMENT,https://www.cmo.com.au/article/681975/industry-snapchat-first-b2b-marketing-push-timely-smart-move/,cmo.com.au,2020-08-06 09:37:12,"Industry: Snapchat's first B2B marketing push is a timely, smart move",en,industry snapchats first b2b marketing push is a timely smart move,0.4019,Positive
BUSINESS,https://www.internetshots.com/2020/08/15/global-dicing-surfactant-sales-and-revenue-market-share-by-application-types-2015-2020-and-forecast-2021-2026/,internetshots.com,2020-08-15 03:49:57,Global Dicing Surfactant Sales and Revenue Market Share by Application / Types (2015-2020) and Forecast (2021-2026),en,global dicing surfactant sales and revenue market share by application  types 20152020 and forecast 20212026,0.296,Positive
BUSINESS,https://www.aeresearch.net/non-specific-cancer-immunotherapy-drug-industry-market-272688,aeresearch.net,2020-08-13 23:44:20,"Global Non-Specific Cancer Immunotherapy Drug Industry Market Size, Share, Growt",en,global nonspecific cancer immunotherapy drug industry market size share growt,-0.4939,Negative
BUSINESS,https://finance.yahoo.com/news/carvanas-cvna-q2-loss-widens-131701881.html,finance.yahoo.com,2020-08-06 13:17:00,"Carvana's (CVNA) Q2 Loss Widens Y/Y, Sales Miss Estimates",en,carvanas cvna q2 loss widens yy sales miss estimates,-0.4404,Negative
BUSINESS,https://www.moneycontrol.com/news/business/earnings/sun-pharma-adv-standalone-june-2020-net-sales-at-rs-185-45-crore-up-970-73-y-o-y-5651121.html,moneycontrol.com,2020-08-05 13:50:00,"Sun Pharma Adv Standalone June 2020 Net Sales at Rs 185.45 crore, up 970.73% Y-o-Y",en,sun pharma adv standalone june 2020 net sales at rs 18545 crore up 97073 yoy,0.0,Neutral
BUSINESS,https://www.internetshots.com/2020/08/04/global-smoke-detection-systems-market-report-to-examine-manufacturing-cost-analysis-marketing-channel-distributors-and-customers/,internetshots.com,2020-08-03 21:18:09,"Global Smoke Detection Systems Market Report to Examine Manufacturing Cost Analysis, Marketing Channel, Distributors and Customers",en,global smoke detection systems market report to examine manufacturing cost analysis marketing channel distributors and customers,0.0,Neutral
BUSINESS,https://www.globenewswire.com/news-release/2020/08/17/2079423/0/en/Context-Aware-Computing-Market-to-Exhibit-a-Remarkable-CAGR-of-21-8-by-2026-Implementation-of-IoT-to-Spur-Sales-Opportunities-states-Fortune-Business-Insights.html,globenewswire.com,2020-08-17 16:04:00,"Context Aware Computing Market to Exhibit a Remarkable CAGR of 21.8% by 2026; Implementation of IoT to Spur Sales Opportunities, states Fortune Business Insights™",en,context aware computing market to exhibit a remarkable cagr of 218 by 2026 implementation of iot to spur sales opportunities states fortune business insights,0.7351,Positive
ENTERTAINMENT,https://ca.finance.yahoo.com/news/disneys-30-mulan-plan-will-be-litmus-test-for-entire-film-industry-102236194.html,ca.finance.yahoo.com,2020-08-06 10:22:00,Disney's $30 'Mulan' plan will be litmus test for entire film industry,en,disneys 30 mulan plan will be litmus test for entire film industry,0.0,Neutral
BUSINESS,https://ca.finance.yahoo.com/news/air-canada-launch-revamped-aeroplan-110925415.html,ca.finance.yahoo.com,2020-08-11 20:10:00,Air Canada to launch revamped Aeroplan amid devastated travel industry,en,air canada to launch revamped aeroplan amid devastated travel industry,-0.6124,Negative
ENTERTAINMENT,https://www.cinemablend.com/news/2551666/netflixs-red-notice-with-dwayne-johnson-will-finally-resume-production-and-he-has-a-message-for-fans,cinemablend.com,2020-08-03 15:34:00,Netflix's Red Notice With Dwayne Johnson Will Finally Resume Production And He Has A Message For Fans,en,netflixs red notice with dwayne johnson will finally resume production and he has a message for fans,0.0,Neutral
HEALTH,https://www.eatout.co.za/article/mental-health-restaurant-industry-matters-now-ever/,eatout.co.za,2020-08-05 07:10:00,Mental health and the restaurant industry: Why it matters now more than ever,en,mental health and the restaurant industry why it matters now more than ever,0.0258,Neutral
BUSINESS,https://gnghockey.com/2020/08/13/global-fluorouracil-5fu-market-business-scope-industry-trends-2020-2026-taj-pharmaceuticals-limited-celon-labs/,gnghockey.com,2020-08-13 07:13:19,"Global Fluorouracil (5FU) Market Business Scope & Industry Trends 2020-2026 | Taj Pharmaceuticals Limited, Celon Labs",en,global fluorouracil 5fu market business scope  industry trends 20202026  taj pharmaceuticals limited celon labs,-0.2263,Negative
